Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Location,Latitude,Longitude,Found,Quality,Source,Overlay,Type,Date,Overlay Transparency
Customs and Activities B3,audio/CR1-030-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/CR1/030,Transcription of this audio in CR1-112 to CR1-116 & CR1-131; Several go with written texts marked B3 B4 B5 taken by playing at slower speed -- 1. Potji Owerse Jursetj - Mwitjiwew Potji - Juwas Mam - Namir -- Narat personal experience stories -- 2. (cont. - Narat) -- Wajtar - Juwur Sis Pirkawar Jepem Owen (partial). Language as given: Asmat,5,,-6.12,138.592,,,,,speech,1959-12-31,
"Yele-Rossell I,Irish, Japanese, Malay, Afrikaans",audio/AC1-437-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/437,"Playing time in minutes.--Side 1:--Yele-Rossell 1-27 - Papuan language Yele, spoken in eastern half of Rossell Island, Milne Bay Province, PNG.--Side 2:--Irish 1-15--Japanese (cont. from tape) 16-20--Malay (Linguaphone) (text and translation enclosed) 21-76--Afrikaans (Linguaphone) 77-30.--This tape seems to be missing.. Language as given: Yele,Irish, Japanese, Malay, Afrikaans",5,,34.877,138.7475,,,,,music,1970-01-01,
Fumon Performs 'Chiki' & 'Musashino',audio/HDF1-FY14-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/HDF1/FY14,"""Chiki"" (Chiki) 6/88. (10th?) (end of ""Chiki"")
2. ""Musahino""
28/6/88: For Geidai Video documentation project.
Notes: Fumon wasnot confident, not having performed the piece for years. The fushizuke was made in early Showa (1930s-40s). He said he'd not taught it to anyone, and almost never performed it, so he made up a lot of the detail of the vocal setting as he went along.. Language as given: Japanese",5,,34.877,138.7475,,,,,speech,1988-06-10,
Okawa Talks,audio/HDF1-HB14-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/HDF1/HB14,#2. Language as given: Japanese,5,,34.877,138.7475,,,,,music,1992-04-19,
"Stories from the Morehead District, Tape #16",audio/MA1-016-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MA1/016,"Side 1:
Gubam Stories (4-8-81)
1. [1-60] Story of Brüm bird, continued from Tape #15, Old Man Yakimu
2. Forak places
3. Tukum: Story of Wesar (Njurna story). Rouku (10-8-1981)

Side 2:
Tukum: Story of Wesar (Njurna story). Rouku (cont'd)
Abraham (in Rouku) 10-9-1981
1. Story about Njurna
2. Story about Maru. Language as given:",5,,-8.646,141.5205,,,,,speech,1981-08-04,
"Stories from the Morehead District, Tape #17",audio/MA1-017-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MA1/017,"Side 1:
Mbesi dance at Masu 8-8-81

Side 2:
Karama danve at Savis 27-8-81
Yetkume-Tjimakari (Wiram) dance 2-9-1981 . Language as given:",5,,-8.646,141.5205,,,,,speech,1981-08-08,
"Stories from the Morehead District, Tape #18",audio/MA1-018-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MA1/018,"Side 1:
Tjiekar-Sambui 24-8-81
Olman Yarma-Tera (Wando) 25-8-81 Songs
Taiso-Rouku Njurna Story 12-9-81

Side 2:
A. Taiso-Rouku Njurna Story 12-9-81
. Language as given:",5,,-8.646,141.5205,,,,,speech,1981-08-24,
F. singsing,audio/DG3-026-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/DG3/026,Futibin singsing. Language as given: Mian,5,,-4.6845,141.523,,,,,speech,1976-07-01,
"Molmo-One Music, Molmo stories",audio/MC2-004-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MC2/004,"Molmo-One-Music, rec. Melissa Crowther, BASF FeI 60, mono, One (Aunalei) language, Molmo, PNG, 3/2000, bamboo pipe and singing side A only 9:26 Molmo Stories #3, rec. Melissa Crowther, BASF FeI 60, mono, One (Aunalei language), Molmo, PNG, 3/2000, stories side A 31:19 side B 13:54. Language as given: One, Aunalei",5,,-3.381,141.806,,,,,speech,2000-03-01,
Bevdvn Coconut Interviews 2,audio/WSEK1-20141015-Bcoco_z4.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/WSEK1/20141015,"Coconut interviews conducted in Bevdvn village by a Nambo speaker, interviewing a Nambo speaker. hm = Smason Headmounted Mic, z4 = Zoom 4 Mic
A = Interviewer: Jacklyn Yavs; Interviewee: Faro Aniba
B = Interviewer: Kaog Patra; Interviewee: Jacklyn Yavs. Language as given:",5,,-8.7555,141.9305,,,,,speech,2014-10-15,
Catholic Mothers MDCD05,audio/MC1-008-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MC1/008,"Catholic Mothers, rec. Miriam Corris, TDK D-60, mono, Barupu (Warapu) language, Barupu, PNG, 15/6/2001, singing side A 29:45 side B 30:43. Language as given: Barupu (Warapu)",5,,-3.0715,142.0125,,,,,speech,2001-06-15,
Flora and Fauna and Tsunami story,audio/MC1-200306-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MC1/200306,"Side A: Trees, Reptiles and Birds. Side B: Maria Bakema's story about her experience of the 1998 tsunami.. Language as given: Barupu (Warapu)",5,,-3.0715,142.0125,,,,,speech,2003-07-04,
BI/SA/BA 66/67 (20),audio/CLV1-020-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/CLV1/020,"""I copied tapes""

Side A Audio identified this as Gobasi language.
The second part of the recording contains music: vocal and drums
JK 7/5/2019. Language as given: Gobasi",5,,-6.485,142.2015,,,,,music,1967-01-01,
Police Motu + Kiwai (Radio Daru) (2); Agob (7); Agob (8),audio/SAW3-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/SAW3/002,"NG 1966 W.D. Tape: 7; Side 1: 29/6/66 Police Motu + Kiwai (Radio Daru) (2); 30/6/66 Agob (7); 30/6/66 Agob (8)

Recording from Radio Daru, plus elicitation sessions in English and Agob. Recorded in Daru, PNG.

Original recording archived at the Australian National University Archives, collection reference: ANUA 233-113-7, where ANUA 233 is the collection, 113 is the box number, 7 is the item number. . Language as given: Police Motu; Agob; Kiwai",5,,-8.967,142.5315,,,,,speech,1966-06-29,
Kunini (12) Kunini (13) Kiwai Wabuda (1),audio/SAW3-024-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/SAW3/024,"N.G. 1966 W.D. Tape 6; Side 1: 03/6/66 Kunini (12); Side 2: 03/6/66 Kunini (13), 03/6/66 Kiwai Wabuda (1)

Original recording archived at the Australian National University Archives, collection reference: ANUA 233-118-122, where ANUA 233 is the collection, 118 is the box number, 122 is the item number and A/B refers to the track on tape.

Continuation of Kunini elicitation session at Daru with speaker Tati Olevale.

Track A: Kunini elicitation until 45m17s, reading task.

On track B:
11m15s: ""2nd dialogue"" begins with Mr. Olevale and Mr. Gimo (from Giringarede)
24m47s: Page 7
27m40s: Page 8

27m51s: New speakers: Edward Nasa (Kiwai); Genene (Wabuda)
73m30s: Page 14
42m16s: Page 16 (speaker change to Gibiya and Bagari)
44m50s: Page 19. Language as given: Kunini (12) Kunini (13) Kiwai Wabuda (1)",5,,-9.054,142.8935,,,,,speech,1966-06-03,
Iatmul-5B-Kandingei-721220-4to5,audio/BM1-Iatmul5-B_Kandingei_721220_002.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/BM1/Iatmul5,"Original recordings made in 1972 on Nagra IV stereo recorder and transferred to CD.CD contains recordings 4 to 5.Two slit-drums, one player with two beating sticks on each drum.Tape 4 Scotch 202 tape recorded at 3.75 ips with one microphone in each of 2 drums, contains Suai, Bruwagen, Kwanji, Kapmavalelagwa.Tape 5 BASD tape at 3.75 ips stereo, with one microphone in each drum, contains Tanjangaui, Bruwagen, Kumbariminja, Kwienda, Kwaik, Tubekumban; Item contains instrumental music.. Language as given: Iatmul",5,,-4.243,143.3155,,,,,speech,1972-12-20,
"Wabuda (1), Wabuda (2), Kunini (1)",audio/SAW3-018-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/SAW3/018,"N.G. 1966 W.D. Tape 116; Side 1: 30/6/66 Wabuda (1); Side 2: 30/6/66 Wabuda (2), 00/07/66 Kunini (1)

Original recording archived at the Australian National University Archives, collection reference: ANUA 233-118-116, where ANUA 233 is the collection, 118 is the box number, 116 is the item number.

The Wabuda speaker is Gasiyawa from Dameratamu, Wabuda Island (in the Fly River Estuary). At the time of the recording, he was a constable with the administration in Daru. This session was recorded in Daru.

Kunini elicitation begins 10m8s into B track. Speaker is Edia Olevale from Kunini village. Recorded in Daru.. Language as given: Wabuda (Waboda), Kunini (Bine)",5,,-8.35,143.5715,,,,,speech,1966-06-30,
Y4,audio/WF1-WFCD19-foleyY42.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/WF1/WFCD19,"Y4 side 1 (33:14) ""0-180 nam amEnanEn 180-317 Waktn dapanman"" side 2 (32:10) ""Trip to Manila"". Language as given: Yimas",5,,-4.72,143.572,,,,,speech,1977-01-01,
Mambu Music,audio/WF2-1979001-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/WF2/1979001,"Mambu Music Players: Francis, William Muki, Valentine Kawi, Ignes; Item contains instrumental music.. Language as given: Yimas",5,,-4.72,143.572,,,,,speech,1979-01-01,
"Mendi, Wola, Kerewa",audio/AC1-031-A.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/031,"Box note confirms card details (not in Capell's hand).Side 1: Mendi - Language with a number of dialects, spoken east and west of the Mendi River, Southern Highlands Province, PNG.Side 2: Wola - Probably Wala, a sub-dialect of West Mendi.Kerewa - Perhaps the adjacent language group Kewa, but possibly Kerewo, Gulf Province, PNG.Side 2 contains Kerewa (confirmed by Martin Steer 2008).Kerewo material begins at 13.30 mins into the recording.; (Date given is approximate). Language as given: Mendi, Wola, Kerewa",5,,-6.041,143.592,,,,,speech,1960-01-01,
K2,audio/WF1-WFCD26-foleyK22.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/WF1/WFCD26,"K2 side 1 (29:27) ""0-42 Numerals (Noun Class Concord) 42-57 Irregular nouns 57-74 Proximal Deictics (Noun Concord) 74-149 Verb Pictures Class Agreement 149-202 Verbal Word List 202-283 Tense/Negation"" side 2 (18:47) ""0-154 Text 1: Devil Meri"". Language as given: Tabriak",5,,-4.486,143.593,,,,,music,1977-01-01,
Tindi - Yaku of Popyulea by Pepos,audio/RJL1-013-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/RJL1/013,(1) Tindi - Yaku of Popyulea by Pepos (Lauy copy?) (2); [Further contextual information about the Lacey Collection is held by the Pacific Archives at the Australian National University Archives]. Language as given: Enga,5,,-5.4695,143.6855,,,,,speech,1972-09-01,
Taiyo - Yambatane - Watenge - Sangai Nemango - Poketamanda,audio/RJL1-014-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/RJL1/014,(1) Taiyo - Yambatane - Watenge - Sangai Nemango - Poketamanda (2) YAKU of Tata: Kitupane - Sangai Nemongo - Tindi Pii (incomplete?) - Collected by Repas Sulunki; [Further contextual information about the Lacey Collection is held by the Pacific Archives at the Australian National University Archives]. Language as given: Enga,5,,-5.4695,143.6855,,,,,speech,1972-03-18,
Narratives in eastern Kiwai,audio/JH1-63-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JH1/63,Narratives in eastern Kiwai. Language as given: Urama dialect of eastern Kiwai,5,,-7.428,144.667,,,,,music,1967-12-30,
Narratives in eastern Kiwai,audio/JH1-A4-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JH1/A4,Handwritten transcript in pdf file . Language as given: Urama dialect of eastern Kiwai,5,,-7.428,144.667,,,,,speech,1967-12-30,
Recording of Urama language and elicitation of some words from Aurai (bush) language,audio/JH1-KAIOO-Ashort.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JH1/KAIOO,"The speaker, Kaio'o, was a retired member of the Royal Papuan Constabulary.He describes a patrol up the Purari(probably ca. 1950)in which the party was ambushed & the leader wounded. Kaio'o's skills as a raconteur are limited. The Aurai material consists of a few words elicited through Police Motu. The exact geographical location of its speakers (in the bush behind the area of Kiwai settlement) & its linguistic affiliations are unknown. geographical location. Language as given: Urama dialect of eastern Kiwai and Aurai (non-Kiwai) language",5,,-7.428,144.667,,,,,speech,1967-12-30,
Fore Stories 1-52,audio/TD1-NG6-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/NG6,Side 1 -- 1. Visit to Kaukau Garden-- 2. A Bat Inside My House-- 3. A visit to a Mumu-- 4. To the Pit. Saw-- 5. The Misbehaving Dog-- 6. Bees-- 7. Picking Coffee-- 8. Two Pet Parrots-- 9. Magic - Shooting the Needle-- 10. At Church - (Oyapanto) -- 11. Buying a Meri -- 12. Instructions to Lula-Dead Movn -- 13. Instructions to Lula-Dead Movn -- 14. The Court-Bush Fire -- 15. Ipusn Ground Mark Dispute -- 16. Pagu Stole The Paper -- 17. The Cassowary Hunting Song of Triumph -- 18. Going To See The Cassowary -- 19. The Cassowary Mumu -- 20. Pigs In My House -- 21. Description of A Cassowary -- 22. Road Work -- 23. The Family Mumu -- 24. Cassowary Hunting Song of Triumph -- 25. Quarrel over The Dead Man -- 26. A visit To a New Garden -- 27. The Unsuccessful Court -- 28. The Feast After The Unsuccessful Count -- Side 2 -- 29. The Dream -- 30. A Day's Work in The Garden (The Garden Ceremony) -- 31. Shooting a Cassowary -- 32. The New Garden Ceremony-- 33. Oyapanto's Sunday Walk -- 34. Shooting Rats-- 35. Api's New Garden -- 36. Buying a Meri -- 37. Buying a Meri -- 38. Shooting The Pig -- 39. The Death of a Kuru Woman -- 40. The Death of The Two Parrots -- 41. Washing Coffee -- 42. Walking About -- 43. Seeing the Kuru Women -- 44. Going To See the Lakes -- 45. Going To See the Omipionti -- 46. Master's Leg in The Mud -- 47. Buying a Meri Without Permission -- 48. Cleaning Around The Church -- 49. Sleeping at Okapa -- 50. Cutting Trees -- 51. The Cross-Meri -- 52. The Initiation Ceremony; (Date given is approximate). Language as given: Fore,5,,-6.584,145.506,,,,,speech,1960-01-01,
Songs from Gulf Province,audio/TD1-P02676-P02676B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P02676,"Songs from Siviri Village sung by Mr Maravilla Lala.Side1 Songs are called Oapu and side 2 Songs are called Heio with 2 string band songs also sung in Tairuma Language of Siviri Village. -- Recording by Michael Kari Dept. of Anthropology & Sociology, UPNG. Language as given: Tairuma",5,,-7.9405,145.7375,,,,,speech,1976-09-15,
Germans Ruined our Village,audio/DD1-458-02.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/DD1/458,"Asel tells the history of Gorendu, focusing on Maclay and the Germans. I accidentally recorded in mono.. Language as given:",5,,-5.5035,145.8055,,,,,speech,2016-01-25,
Waskia Discourse,audio/MR1-063-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MR1/063,Waskia Discourse. Language as given: Waskia,5,,-4.6555,145.8605,,,,,speech,1980-01-01,
"Palyc-Cakapana, Procreation - Tape 1",audio/JM2-YAG008-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JM2/YAG008,"Palyc-Cakapana, Procreation - Tape 1. Language as given: Kukɨna Yaguye",5,,-7.1055,146.0245,,,,,speech,1983-08-01,
"WORKING TAPE 2, Jan-Feb 94",audio/JM3-1994_WT02-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JM3/1994_WT02,"WORKING TAPE 2, Jan-Feb 94. Language as given: Yagwoia",5,,-7.1055,146.0245,,,,,music,1994-01-01,
"Mirivase E, Miaru C - Avihara D",audio/TD1-0276-0276B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/0276,Side 1-- 1. Mahare Ako (aged about 68)-- 2. Mautei Lili -- Foo Mapua-- Karuraka Makao 3 -- Meata Sari-- Fareho Haiveta -- Side 2 -- Hasa Taure E1 (aged about 66) -- Suve Hiovake E2 -- Kake Sevesevita E3 -- Pukari Lakoko E4. Language as given:,5,,-8.099,146.206,,,,,speech,1976-03-15,
N087,audio/TS1-N087-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N087,"A. Lessau. (Lindrow village at West end of Manus, a Lutheran Evangelical mission station) Bogandi of Lessau Lapalokoyan, Busibati Oto Sinda of Putyow. Warfare, “spy” the “kantre” (MoBrSo)|
B. Lessau. Bogandi, etc. continued;|
C. N87a, N87b, plus a little more|
D. Bogandi of Lessau series of stories. Language as given:",5,,-2.1135,146.6125,,,,,speech,1965-03-02,
Nabak 3,audio/KM1-046-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/KM1/046,Nabak 3. Language as given: Nabak,5,,-6.446,146.9665,,,,,speech,1968-01-01,
Koita,audio/TD1-P023-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P023,"Koita -- Side 1-- 1. Kilakila - SAW's Lexico - stats.-- 2. Supplementary items SIL Material -- Side 2 -- 3. Texts: 'Beholi' Origins -- 4. TED's Sen Terms (Culture - TEDs) -- Grammar Manual

(Date approximate, inferred from others in this series (TD1-P###). Language as given: Koita",5,,-9.329,147.0795,,,,,speech,1967-01-01,
Kapo,audio/TS1-N053-2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N053,Kapo (an Usiai village just inland from the SouthCoast—closely related to Nali language group) Manus Pende of Ponamus. Stories of wars and myths. Tomas Pondis of Maleh (accompanying TS) Maleh myth about/spia botol/ obsidian spear points. Pokanau of Nuang. Myths.. Language as given:,5,,-2.1415,147.2025,,,,,speech,1964-09-01,
"Manumanu 12/1/58: Side A, Dagu Dubu; Side B, HIstory of Manumanu iduhu",audio/MG1-020-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MG1/020,"Side A, Dagu ; Dubu;
Side B, HIstory of Manumanu iduhu. Language as given: Motu",5,,-9.55,147.256,,,,,music,1973-12-31,
Joel Bradshaw Numbami recordings 1,audio/JB1-001-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JB1/001,"Tape Nu. 1.1 Oct. 17, 1976 - 1. Nomba eta kunduna - Kulakula kunda na (Wok bl saksak) 1-70/SawaNga Aliau Oct. 17, 1976 Teteu Numbami/ Nu 1.2 Numbami Origin - Numbami udi Dabola/Abu Bamo Nov 5, 1976 Teteu Numbami/Something about sago.Side A only contains 6 minutes of recording; side B ends in middle of story. . Language as given: Numbami",5,,-7.52,147.2975,,,,,speech,1976-11-05,
N156,audio/TS1-N156-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N156,"A. Baluan Baluan songs, dirges by Papi of Lipan. 1/3 tape not trans. |
B. Baluan songs by Papi Poem, Lou Island (Extended)
. Language as given: Baluan",5,,-2.539,147.2995,,,,,music,1965-09-26,
Pere,audio/TS1-A025-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/A025,"Pere- Church Service, singing. Ignore announcement. Language as given:",5,,-2.356,147.317,,,,,speech,1953-08-30,
Sio; Manikion,audio/AC1-029-A.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/029,"Side 1:Sio - Austronesian languages spoken on central north coast, Huon Peninsula, PNG.See tape 028. commencing with Swadesh wordlist. -- Side 2:Manikion - Box note states that this is final section of Manikion but see tape 030 too.

Side B: blank. Language as given: Sio, Manikion",5,,-5.961,147.3535,,,,,speech,1900-01-01,
Koiari,audio/TD1-P004-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P004,"(Sogeri) Stories -- 1. Story 1: First Day's Informant Work (Auda)-- 2. Story 2: The Pig (Auda)-- 3. Story 3: The Day We Shot Two Snakes (Imisi)-- 4. Story 4: The Ogotana Wedding Payback (Imisi) -- 5. Story 5: How We Went See Aboni Biae & Uberi (Auda)-- 6. Story 6: Biae Foro (Maika Maka) -- 7. Story 7: Biae Foro and Tamati (Maika) -- 8. Story 8: The Mumu (Auda) -- 9. Story 9: Gawada (Auda) -- 10. Story 10: The Day We went To See Fufuli (Auda) -- 11. Story 11: Folktale From Marshall Lagoon (Kauka Sameme) (f.) -- 12. Story 12: Soli and Budo. (Dubu)-- Transcripted

(Date approximate, inferred from others in this series (TD1-P###). Language as given: Grass Koiari",5,,-9.5025,147.4375,,,,,music,1967-01-01,
"Krooni, Martin on war. Krooni, Soŋor and Kem on tok ples, Martin on Japanese.",audio/DK1-008-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/DK1/008,"From box label:
Tape 1A: Krooni about war Krooni/ Soŋor and later Kem on tok ples, Krooni/ Banaŋ Maroka
Wed. April 2, 1986 000-272: Martin on the TP of the Japanese during the war, past size of Gapun, war in general

From tape label:
Side A: Krooni. IA April 2, 1986;
Side B: Marpis Krooni about Krooni maroka et al 602- why Taiap is ""2 tok ples""

**Numbers refer to cassette player counter. Language as given:",5,,-6.97,147.72,,,,,music,1986-04-02,
"WORKING TAPE 3, Jan-Feb 94",audio/JM3-1994_WT03-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/JM3/1994_WT03,"WORKING TAPE 3, Jan-Feb 94. Language as given: Yagwoia",5,,-6.97,147.72,,,,,speech,1994-01-01,
H/Motu & Pidgin,audio/TD1-P00274-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P00274,"Side 1 -- 1. Josephine Abaija (14/3/74) -- 2. Lae War Cemetary & plane takeoff (Pidgin) -- 3. Ples Balus (Pidgin) --2 & 3 for video tape -- 4. NBC News in Pidgin & H/Motu -- 5. NBC News in H/Motu (incomplete) -- Side 2 -- 1. A Panguna Gori in H/M -- 2. A Highlands Story in Pidgin -- 3. NBD News in English -- 4. NBC 'Toktok Log Skul'in Pidgin & H/M -- 5. Kapakapa String Band; Item contains instrumental music.. Language as given: Pidgin, Hiri Motu",5,,-6.97,147.72,,,,,speech,1974-03-14,
"Kimi, Bugle, Pidgin story",audio/TD1-P125-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P125,"Recorded at Okapa, Xmas 1959-60-- Side 1-- 1. Kimi - Lessons 1-4-- 2. Buglecall on station 6pm-- Side 2 -- 1. Bugle Variations-- 2. Pidgin Story - (Manus Is.) - Asa Na Elu; Item contains instrumental music.. Language as given: Pidgin, Kimi",5,,-6.97,147.72,,,,,speech,1959-12-25,
Pidgin English & Police Motu,audio/TD1-P137-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P137,"1. Tolai (Mathias Kama 'My Family' (29/8/71)-- 2. Wilson Ifanaoi - Solomons Is. 'My Family' (29/8/71)-- Tracks 1 & 2 at 3.75 ips-- 3. The News in Pidgin (31/8/71) -- 4. The News in Police Motu (31/8/71) --Tracks 3 & 4 at 1.875 ips. Language as given: Pidgin, Police Motu",5,,-6.97,147.72,,,,,music,1971-08-31,
NG Pidgin (ex. R.Davy),audio/TD1-P160-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P160,"NG Pidgin (ex. R.Davy) -- Side 1 -- 1. ABC News in English -- 2. ABC News in Pidgin & 'Contact' Progs. -- 3. NG Music -- 4. ABC 'Contact' Progs. -- Side 2 -- 1. ABC 'Contact' Progs. -- 2. ABC News in Pidgin -- 3. Music 'Welcome' Song for Ebia Olewale

(Date approximate, inferred from others in this series (TD1-P###). Language as given: Pidgin, English",5,,-6.97,147.72,,,,,speech,1972-01-01,
NG Pidgin - War Recollections (Manus Is.),audio/TD1-P164-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P164,"WO William Matpi, Rossan Vill., Manus: War Recollections - collected by Capt. Trevor McQuinn Aug '73 --(Copied for War Memorial 14/2/79). Language as given: NG Pidgin",5,,-6.97,147.72,,,,,speech,1973-08-01,
N016,audio/TS1-N016-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N016,"A. Sori Island toward West end of North Coast ofManus, small islands. Songs and stories by Simbuom and Francis tp and pe. 3songs, 5 stories on 13th a second session. Songs and war stories. Trans. Lrs. |
B. SORISIDE 2DIRGES AND NARRATIVEGARAMUTS. Language as given: Sori",5,,-6.97,147.72,,,,,speech,1963-11-12,
N039,audio/TS1-N039-2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N039,"Pak Island One: continuing story by kakau—tree ascends, goes to masterin sky. Two: Kakau, another story. GrMo and GrDa and a femalemasalai. Malekula husband of GrDa. Three: Naruwi, sotry of a “master” and Missus” song ofnames repeated in duet. Boy in Kalapulin (Callophylum tree)finds two girls on Tong Island. They conceal their husbandfrom mother and feed him in secret. Sikau (wallaby) story.And an Eagle story variant.Tp and pe duet excellent. Illustrations of “effort syndrome” and magical multiplication.. Language as given:",5,,-6.97,147.72,,,,,speech,1964-06-18,
N074,audio/TS1-N074-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N074,"A. Mbunai. Christmas in Mbunai church. Trs. Lrs. |
B. Mbunai. Christmas church service continued.. Language as given:",5,,-6.97,147.72,,,,,speech,1964-12-25,
Wamorâ 1,audio/KM1-049-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/KM1/049,Wamorâ 1. Language as given: Wamora,5,,-6.4945,147.757,,,,,music,1968-01-01,
N040,audio/TS1-N040-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TS1/N040,"A. Nauna Island (at eastern extreme of Manusarchipelago) One: Lapun Poye story of origins of Nauna. Origin of good food. Old woman. A kind of “garden of Eden, fallthrough violation of an avoidance taboo. Three: Origin of Island of Nauna. Four: Big men of Nuna. Five: Mixed version of Pwenrilei (malekula—eagle) and snake.Tp/pe. Tong Island woman. Nrilo tree. Kenramang and Pudzimin. Seven. Story of Nauna. Origin of food. Eight. War story. Rambutyo vs Nauna. Nine. War song. Melissa and Crockodile. In PE trans. By LRS Ten: women’s songs. Eleven: Niu ? speaker, story of man bl holim sak. Man whocatches sharks in his hands. Twelve: Story of Palmara, a totem bird. Very short. |
B. Nauna Island. Continues with some of the stories listed under N40a.. Language as given:",5,,-2.213,148.1985,,,,,speech,1964-06-22,
Song/s and story/s,audio/MG1-008-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MG1/008,"[no indication on tape box of content or date]

A song (""peroveta"") and storytelling in Hiri Motu. Other languages could be from Central or Milne Bay Provinces. [Language notes provided by Steven Gagau, June 2017]. Language as given:",5,,-6.5,148.415,,,,,music,1973-12-31,
Maipua,audio/TD1-2078-2078B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/2078,"Side 1-- 1.Hiri Qs-- 2. HTL examples-- 3. Gori -- 4. SAW's Lexico -- Side 2-- 1. SAW's lexico --(to item 153. Language as given: Maipua, HTL(K)",5,,-6.5,148.415,,,,,speech,1978-01-01,
Koriki (Kinipo Village),audio/TD1-2278-2278B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/2278,Side1-- Kinipo Village (Koriki)-- -Qs about hiri -- -HTL S's-- -SAW's lexico list (part of)-- Side 2 (cont) -- -Gori ta - Why Koriki Go to POM-- -Some more Qs about hiri. Language as given: Koriki,5,,-6.5,148.415,,,,,speech,1978-01-01,
Pari Village (Igo Ovia) HTL; Hiri,audio/TD1-P00279-P00279B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P00279,Pari Village 31/5/79 - Interview with Igo OVIA (m) about HTLs + hiri. Language as given: HTLs,5,,-6.5,148.415,,,,,speech,1979-05-31,
